,hex_id,bike_end,bike_start,geometry
34,891f153402fffff,120,104,"{'type': 'Polygon', 'coordinates': [[[10.204159977979506, 53.496479138392736], [10.204363954263567, 53.494883610669426], [10.206989350011668, 53.4943084060287], [10.209410882987337, 53.495328717451564], [10.209207025813987, 53.49692426051171], [10.206581516551083, 53.49749947681355], [10.204159977979506, 53.496479138392736]]]}"
35,891f15342b3ffff,101,105,"{'type': 'Polygon', 'coordinates': [[[10.17954121663517, 53.4894639645114], [10.179745758417782, 53.487868385381816], [10.182370792789296, 53.48729364562305], [10.184791398946139, 53.488314473376896], [10.184586976197268, 53.489910067877105], [10.181961828254607, 53.49048481925422], [10.17954121663517, 53.4894639645114]]]}"
36,891f1534383ffff,226,241,"{'type': 'Polygon', 'coordinates': [[[10.204771877039024, 53.49169242702535], [10.204975823531875, 53.49009677110622], [10.20760102574428, 53.48952147935841], [10.210022394956509, 53.49054183187391], [10.209818567557866, 53.492137503131836], [10.207193251849594, 53.49271280653686], [10.204771877039024, 53.49169242702535]]]}"
37,891f153438fffff,112,133,"{'type': 'Polygon', 'coordinates': [[[10.20760102574428, 53.48952147935841], [10.207804897802498, 53.48792575167344], [10.210430019984075, 53.48735036116593], [10.212851383583121, 53.48837068668564], [10.212647630616967, 53.48996642970724], [10.210022394956509, 53.49054183187391], [10.20760102574428, 53.48952147935841]]]}"
38,891f15343abffff,153,153,"{'type': 'Polygon', 'coordinates': [[[10.215476539187806, 53.48779518576004], [10.215680217728364, 53.486199370977175], [10.218305293269276, 53.48562377129531], [10.220726803713275, 53.486643974728935], [10.220523244274666, 53.488239804839935], [10.21789805528695, 53.48881541619058], [10.215476539187806, 53.48779518576004]]]}"
39,891f1534663ffff,125,122,"{'type': 'Polygon', 'coordinates': [[[10.156529971584092, 53.4898471426665], [10.156735063841696, 53.48825169687075], [10.159360043018207, 53.487677497346006], [10.161780043582144, 53.488698732033065], [10.161575070312008, 53.49029419322702], [10.158949977487254, 53.4908684043371], [10.156529971584092, 53.4898471426665]]]}"
40,891f15a1b4fffff,77,79,"{'type': 'Polygon', 'coordinates': [[[9.947940278309238, 53.64038584456541], [9.948150837977341, 53.63879546097223], [9.950781311651339, 53.638228402585], [9.953201340521629, 53.63925171635759], [9.95299089996219, 53.640842115512086], [9.950360311420502, 53.64140918533405], [9.947940278309238, 53.64038584456541]]]}"
41,891f15a88dbffff,267,268,"{'type': 'Polygon', 'coordinates': [[[9.874798467059653, 53.57578585798842], [9.875010558676005, 53.574194184879346], [9.877638131684092, 53.57362783988811], [9.880053727946223, 53.574653156745434], [9.879841755043287, 53.57624484554102], [9.87721406716153, 53.57681120179413], [9.874798467059653, 53.57578585798842]]]}"
42,891f15a8923ffff,2258,2242,"{'type': 'Polygon', 'coordinates': [[[9.941007707233634, 53.5769609679595], [9.941218223854817, 53.57536896315785], [9.943846070490533, 53.57480109782544], [9.946263515164752, 53.57582522593619], [9.946053117401908, 53.57741724634449], [9.943425156103219, 53.57798512303674], [9.941007707233634, 53.5769609679595]]]}"
43,891f15a8937ffff,2053,2059,"{'type': 'Polygon', 'coordinates': [[[9.943214683538587, 53.579577071513235], [9.943425156103219, 53.57798512303674], [9.946053117401908, 53.57741724634449], [9.948470720797813, 53.57844130676438], [9.94826036710588, 53.58003327084335], [9.94563229114206, 53.58060115890133], [9.943214683538587, 53.579577071513235]]]}"
44,891f15a89abffff,1015,987,"{'type': 'Polygon', 'coordinates': [[[9.935330519363218, 53.58128019572551], [9.935541185598787, 53.57968833479412], [9.938169190190719, 53.57912066726116], [9.940586643240724, 53.58014484930508], [9.940376095867503, 53.5817367258474], [9.937747976578674, 53.58230440473629], [9.935330519363218, 53.58128019572551]]]}"
45,891f15a8aabffff,341,339,"{'type': 'Polygon', 'coordinates': [[[9.884588048569821, 53.55975931603673], [9.884799853850408, 53.55816717060644], [9.887426803844562, 53.55760035362574], [9.889842063339403, 53.55862567081689], [9.88963037673373, 53.56021783193137], [9.887003311955006, 53.56078466017191], [9.884588048569821, 53.55975931603673]]]}"
46,891f15a8ad3ffff,138,152,"{'type': 'Polygon', 'coordinates': [[[9.861581407275914, 53.560081494722866], [9.861793761937419, 53.558489484052764], [9.864420645750792, 53.55792320650902], [9.86683528975953, 53.5589489284102], [9.866623053725178, 53.56054095479178], [9.863996055051635, 53.561107243562084], [9.861581407275914, 53.560081494722866]]]}"
47,891f15a8b0fffff,727,719,"{'type': 'Polygon', 'coordinates': [[[9.915478127259375, 53.55773049489227], [9.915689189485748, 53.556138127228394], [9.918316161904297, 53.55557056163392], [9.920732186770332, 53.55659535240176], [9.920521243276921, 53.55818773571412], [9.917894156181234, 53.558755312611524], [9.915478127259375, 53.55773049489227]]]}"
48,891f15a8b23ffff,2042,2049,"{'type': 'Polygon', 'coordinates': [[[9.925564549702528, 53.558644771793475], [9.925775374450536, 53.55705237283896], [9.928402418506613, 53.55648458686047], [9.930818752459032, 53.55750918851922], [9.930608046468782, 53.55910160310958], [9.92798088776507, 53.559669400406705], [9.925564549702528, 53.558644771793475]]]}"
49,891f15a8b5bffff,169,177,"{'type': 'Polygon', 'coordinates': [[[9.898145934315952, 53.55374005467561], [9.89835739657488, 53.55214767772583], [9.90098414651904, 53.551580453926604], [9.903399548920149, 53.55260559580505], [9.903188205342682, 53.55419798842635], [9.900561340679433, 53.55476522349911], [9.898145934315952, 53.55374005467561]]]}"
50,891f15a8b6fffff,436,426,"{'type': 'Polygon', 'coordinates': [[[9.918949093478671, 53.55079311462498], [9.91916005013704, 53.54920054681388], [9.921786750263255, 53.54863279475591], [9.924202608368919, 53.549657599209446], [9.923991770425218, 53.551250182668916], [9.921364955657896, 53.551817946027846], [9.918949093478671, 53.55079311462498]]]}"
51,891f15a8b7bffff,260,252,"{'type': 'Polygon', 'coordinates': [[[9.911068713728445, 53.55249586510621], [9.911279863847236, 53.55090338488355], [9.913906606918076, 53.5503358418773], [9.916322314539636, 53.551360767803935], [9.916111283125138, 53.55295326368341], [9.91348442538154, 53.55352081798082], [9.911068713728445, 53.55249586510621]]]}"
52,891f15a8b83ffff,707,704,"{'type': 'Polygon', 'coordinates': [[[9.909167900180439, 53.56682626384683], [9.909379142803957, 53.56523416828647], [9.912006466365764, 53.564666888060664], [9.91442266203085, 53.56569169209357], [9.91421153816063, 53.5672838033046], [9.911584099868678, 53.56785109483341], [9.909167900180439, 53.56682626384683]]]}"
53,891f15a8bc7ffff,463,464,"{'type': 'Polygon', 'coordinates': [[[9.904758506051184, 53.561592151712695], [9.904969836557637, 53.559999943583364], [9.907596930665735, 53.55943268594586], [9.910012808989826, 53.56045762514785], [9.909801597207913, 53.56204984893618], [9.907174388374097, 53.5626171178649], [9.904758506051184, 53.561592151712695]]]}"
54,891f15a8d3bffff,362,366,"{'type': 'Polygon', 'coordinates': [[[9.916089057169671, 53.59161791090878], [9.916300216419382, 53.59002642532201], [9.91892857988663, 53.589459362586936], [9.921345898897338, 53.59048377410162], [9.92113485850752, 53.59207527531627], [9.918506380243818, 53.59264234938973], [9.916089057169671, 53.59161791090878]]]}"
55,891f15a8e03ffff,174,171,"{'type': 'Polygon', 'coordinates': [[[9.857467221492456, 53.57179034680424], [9.857679712996154, 53.57019866453373], [9.86030706229569, 53.569632661246864], [9.862722035003664, 53.570658328999514], [9.862509662161683, 53.57225002697956], [9.859882197946705, 53.57281604149885], [9.857467221492456, 53.57179034680424]]]}"
56,891f15a9997ffff,600,630,"{'type': 'Polygon', 'coordinates': [[[9.860653508667237, 53.54791062525723], [9.86086584514646, 53.54631830194894], [9.863492227345038, 53.545751860271004], [9.86590638788063, 53.54677773068993], [9.865694169981564, 53.548370069717976], [9.86306767296343, 53.54893652260868], [9.860653508667237, 53.54791062525723]]]}"
57,891f15ac053ffff,1122,1136,"{'type': 'Polygon', 'coordinates': [[[10.037240758372256, 53.60253806350999], [10.037449061570095, 53.60094620459462], [10.040078274922955, 53.60037649375613], [10.042499299514944, 53.60139863030821], [10.042291115473454, 53.60299050470001], [10.03966178768035, 53.603560227064705], [10.037240758372256, 53.60253806350999]]]}"
58,891f15ac0bbffff,230,214,"{'type': 'Polygon', 'coordinates': [[[10.053982222023658, 53.61128378841818], [10.054190153719471, 53.60969206786234], [10.056819780092638, 53.609122101518636], [10.059241589183317, 53.61014384417269], [10.05903377671157, 53.611735580179804], [10.056404035921782, 53.61230555808299], [10.053982222023658, 53.61128378841818]]]}"
59,891f15ac1d7ffff,229,245,"{'type': 'Polygon', 'coordinates': [[[10.074189573269656, 53.613089722422686], [10.074397027995426, 53.61149794009964], [10.07702679327374, 53.610927531852276], [10.07944921817973, 53.61194889433858], [10.079241882727173, 53.613540692087625], [10.076612003092162, 53.61411111192569], [10.074189573269656, 53.613089722422686]]]}"
60,891f15ac207ffff,1791,1747,"{'type': 'Polygon', 'coordinates': [[[10.0391151218041, 53.588209793506905], [10.039323333675805, 53.58661754966234], [10.041951965313908, 53.58604757669406], [10.044372499460055, 53.58706983605746], [10.0441644066954, 53.588662095384564], [10.041535660674317, 53.589232079867166], [10.0391151218041, 53.588209793506905]]]}"
61,891f15ac20bffff,1545,1548,"{'type': 'Polygon', 'coordinates': [[[10.031854130696242, 53.58514260878072], [10.032062505977878, 53.583550324024735], [10.034690988299307, 53.582980472952016], [10.037111209731634, 53.58400289513603], [10.036902953530399, 53.58559519538507], [10.034274356813185, 53.5861650579584], [10.031854130696242, 53.58514260878072]]]}"
62,891f15ac213ffff,1687,1671,"{'type': 'Polygon', 'coordinates': [[[10.031228943939297, 53.58991920645848], [10.031437349677677, 53.58832704999839], [10.034066025846734, 53.587757286314115], [10.03648641068902, 53.588779667586756], [10.03627812404741, 53.59037183953784], [10.033649333463492, 53.59094161472667], [10.031228943939297, 53.58991920645848]]]}"
63,891f15ac243ffff,2015,2031,"{'type': 'Polygon', 'coordinates': [[[10.02459407788248, 53.58207493569768], [10.024802616523376, 53.58048261004935], [10.027430949460353, 53.57991288084348], [10.02985085816178, 53.580935465800444], [10.029642438574578, 53.5825278069523], [10.027013991229003, 53.583097547645075], [10.02459407788248, 53.58207493569768]]]}"
64,891f15ac263ffff,1060,1020,"{'type': 'Polygon', 'coordinates': [[[10.037527691698983, 53.58081816634567], [10.037735917466524, 53.57922573780591], [10.040364240893895, 53.578655688966656], [10.042784452912253, 53.57967805716406], [10.04257634622094, 53.58127050119252], [10.039947908431767, 53.581840561536275], [10.037527691698983, 53.58081816634567]]]}"
65,891f15ac27bffff,1024,1005,"{'type': 'Polygon', 'coordinates': [[[10.032479226089533, 53.580365626222445], [10.032687570921002, 53.57877321317773], [10.035315859422768, 53.578203274717126], [10.037735917466524, 53.57922573780591], [10.037527691698983, 53.58081816634567], [10.034899288820494, 53.58138811630295], [10.032479226089533, 53.580365626222445]]]}"
66,891f15ac28bffff,524,511,"{'type': 'Polygon', 'coordinates': [[[10.028391707809387, 53.59208095581314], [10.028600188326541, 53.59048887125109], [10.031228943939297, 53.58991920645848], [10.033649333463492, 53.59094161472667], [10.033440972045193, 53.59253371478187], [10.030812102000567, 53.593103391077115], [10.028391707809387, 53.59208095581314]]]}"
67,891f15ac2a7ffff,853,819,"{'type': 'Polygon', 'coordinates': [[[10.048589898713123, 53.593890759724815], [10.04879790276102, 53.59229861322812], [10.051426798018149, 53.59172850680764], [10.053847803596321, 53.592750535351385], [10.053639918696492, 53.594342697315966], [10.051010909067159, 53.59491281527033], [10.048589898713123, 53.593890759724815]]]}"
68,891f15ac2abffff,1076,1045,"{'type': 'Polygon', 'coordinates': [[[10.041327493141807, 53.59082426730292], [10.041535660674317, 53.589232079867166], [10.0441644066954, 53.588662095384564], [10.046585099565766, 53.589684286818944], [10.046377051154677, 53.591276489733026], [10.043748190748552, 53.591846485735815], [10.041327493141807, 53.59082426730292]]]}"
69,891f15ac357ffff,618,638,"{'type': 'Polygon', 'coordinates': [[[10.062149900585403, 53.587855048564386], [10.062357561200475, 53.58626267094506], [10.064986252535984, 53.585692157442445], [10.067407397559386, 53.586714010013054], [10.067199856098357, 53.58830640308745], [10.064571050456633, 53.58887692813754], [10.062149900585403, 53.587855048564386]]]}"
70,891f15ac367ffff,503,524,"{'type': 'Polygon', 'coordinates': [[[10.07792221172775, 53.58443109565073], [10.078129484541684, 53.58283854337818], [10.080758085931926, 53.58226761125261], [10.083179528747182, 53.58328921983404], [10.082972375107618, 53.58488178754469], [10.080343659475172, 53.58545273123719], [10.07792221172775, 53.58443109565073]]]}"
71,891f15ac397ffff,263,253,"{'type': 'Polygon', 'coordinates': [[[10.068168468147105, 53.60047364597963], [10.06837602587243, 53.598881565971304], [10.071005254098807, 53.5983111051344], [10.073427038928052, 53.5993327127381], [10.073219600416348, 53.60092480818694], [10.070590257858502, 53.60149528059294], [10.068168468147105, 53.60047364597963]]]}"
72,891f15ac403ffff,555,581,"{'type': 'Polygon', 'coordinates': [[[10.02968872979361, 53.6211842016002], [10.029897274062353, 53.619592871498774], [10.032527228434137, 53.61902362062844], [10.034948753065597, 53.62004568832667], [10.034740328006691, 53.62163703390275], [10.032110259103247, 53.622206296307304], [10.02968872979361, 53.6211842016002]]]}"
73,891f15ac44fffff,232,234,"{'type': 'Polygon', 'coordinates': [[[10.023050861023822, 53.61334335013296], [10.023259538312278, 53.61175185074733], [10.0258891491017, 53.611182634444326], [10.028310197124753, 53.61220490601179], [10.028101639003024, 53.6137964208846], [10.025471913688259, 53.614365648704144], [10.023050861023822, 53.61334335013296]]]}"
74,891f15ac63bffff,598,608,"{'type': 'Polygon', 'coordinates': [[[10.022090821607623, 53.60117950779049], [10.022299482200731, 53.599587695342365], [10.02492859057863, 53.59901831574335], [10.027349152845142, 53.60004073709107], [10.027140611371495, 53.60163256503459], [10.024511388508587, 53.60220195613637], [10.022090821607623, 53.60117950779049]]]}"
75,891f15ac647ffff,759,749,"{'type': 'Polygon', 'coordinates': [[[10.00978060899582, 53.597658289932404], [10.009989552063303, 53.59606645209666], [10.012618475744866, 53.59549730476935], [10.015038570868407, 53.596519983797926], [10.01482974688136, 53.59811183714588], [10.012200708687107, 53.59868099595443], [10.00978060899582, 53.597658289932404]]]}"
76,891f15ac68bffff,467,478,"{'type': 'Polygon', 'coordinates': [[[10.008526736783827, 53.6072084187703], [10.008735740942747, 53.605616837560405], [10.011365052433328, 53.60504786508155], [10.013785474312634, 53.60607046232478], [10.013576589267004, 53.607662059042816], [10.01094716322548, 53.60823104301083], [10.008526736783827, 53.6072084187703]]]}"
77,891f15ac6b3ffff,197,167,"{'type': 'Polygon', 'coordinates': [[[10.020838644506098, 53.610729484242], [10.021047366115136, 53.60913792843706], [10.023676862381306, 53.60856872364474], [10.026097751558407, 53.60959106314804], [10.0258891491017, 53.611182634444326], [10.023259538312278, 53.61175185074733], [10.020838644506098, 53.610729484242]]]}"
78,891f15acc47ffff,120,163,"{'type': 'Polygon', 'coordinates': [[[10.115852173914313, 53.607139647357734], [10.116058613711235, 53.60554748509311], [10.118688266635944, 53.604976018203736], [10.121111593958949, 53.60599670193521], [10.120905273500284, 53.60758887957922], [10.118275506377113, 53.60816035811376], [10.115852173914313, 53.607139647357734]]]}"
79,891f15ace0bffff,205,193,"{'type': 'Polygon', 'coordinates': [[[10.102554820067898, 53.59146013186448], [10.10276152710721, 53.58986763078167], [10.105390494883546, 53.58929623363977], [10.10781286980364, 53.59031732597218], [10.107606282016363, 53.591909842459415], [10.104977200053703, 53.5924812512112], [10.102554820067898, 53.59146013186448]]]}"
80,891f15ace43ffff,334,353,"{'type': 'Polygon', 'coordinates': [[[10.095288304851984, 53.588396447561884], [10.095495175623382, 53.58680390543971], [10.09812399478567, 53.58623263037383], [10.100546057372634, 53.5872538858353], [10.100339305826669, 53.58884644337244], [10.097710372465093, 53.589417730034505], [10.095288304851984, 53.588396447561884]]]}"
81,891f15ace8bffff,206,201,"{'type': 'Polygon', 'coordinates': [[[10.0990985849215, 53.59840089034644], [10.099305396936657, 53.5968085894558], [10.101934638498596, 53.596237378465936], [10.10435718226451, 53.59725845675616], [10.104150489520018, 53.59885077305136], [10.10152113373567, 53.59942199565318], [10.0990985849215, 53.59840089034644]]]}"
