,hex_id,bike_end,bike_start,geometry
82,891f15ad003ffff,2728,2747,"{'type': 'Polygon', 'coordinates': [[[9.983262030816721, 53.56627475155111], [9.983471504402104, 53.5646822372893], [9.98609905409695, 53.564113227277566], [9.98851724469028, 53.56513672011842], [9.988307890012896, 53.56672924994252], [9.98568022583089, 53.56729827136485], [9.983262030816721, 53.56627475155111]]]}"
83,891f15ad00fffff,1677,1663,"{'type': 'Polygon', 'coordinates': [[[9.98609905409695, 53.564113227277566], [9.986308452935997, 53.56252064110904], [9.988935923465656, 53.56195153221986], [9.99135410962322, 53.56297499808801], [9.991144829690151, 53.56456759981667], [9.98851724469028, 53.56513672011842], [9.98609905409695, 53.564113227277566]]]}"
84,891f15ad013ffff,4346,4419,"{'type': 'Polygon', 'coordinates': [[[9.980424853626337, 53.56843610503553], [9.980634401964858, 53.566843662682814], [9.983262030816721, 53.56627475155111], [9.98568022583089, 53.56729827136485], [9.985470796402412, 53.568890729282], [9.982843053046427, 53.56945965182238], [9.980424853626337, 53.56843610503553]]]}"
85,891f15ad037ffff,2602,2596,"{'type': 'Polygon', 'coordinates': [[[9.998400176884465, 53.567637631609074], [9.99860929370886, 53.56604507067934], [10.001236949198933, 53.565475729776004], [10.003655602304029, 53.56649893836978], [10.00344660442464, 53.568091514842855], [10.00081883449188, 53.568660867180235], [9.998400176884465, 53.567637631609074]]]}"
86,891f15ad047ffff,734,700,"{'type': 'Polygon', 'coordinates': [[[9.978845108034765, 53.56104242382264], [9.979054669905155, 53.55944979688475], [9.981681990632056, 53.558880809676566], [9.984099863968199, 53.559904438008815], [9.98389042097712, 53.561497080517356], [9.981262985767305, 53.56206607912437], [9.978845108034765, 53.56104242382264]]]}"
87,891f15ad04bffff,2137,2134,"{'type': 'Polygon', 'coordinates': [[[9.971592100588559, 53.557971133080656], [9.971801825439604, 53.55637846539242], [9.97442899629632, 53.55580959983653], [9.976846556794253, 53.556833390585105], [9.976636950795774, 53.55842607385446], [9.974009665443498, 53.55899495079547], [9.971592100588559, 53.557971133080656]]]}"
88,891f15ad063ffff,1838,1826,"{'type': 'Polygon', 'coordinates': [[[9.986727220029787, 53.559335340526275], [9.986936588286044, 53.5577426261136], [9.989563865191267, 53.55717342975811], [9.99198188828811, 53.558196936408045], [9.991772638921478, 53.559789666382876], [9.9891452475651, 53.56035887414698], [9.986727220029787, 53.559335340526275]]]}"
89,891f15ad06fffff,1620,1682,"{'type': 'Polygon', 'coordinates': [[[9.989563865191267, 53.55717342975811], [9.989773158719455, 53.55558064344371], [9.992400356460184, 53.5550113482178], [9.994818375103609, 53.556034827897165], [9.994609200462989, 53.55762762977161], [9.99198188828811, 53.558196936408045], [9.989563865191267, 53.55717342975811]]]}"
90,891f15ad077ffff,2471,2391,"{'type': 'Polygon', 'coordinates': [[[9.988935923465656, 53.56195153221986], [9.9891452475651, 53.56035887414698], [9.991772638921478, 53.559789666382876], [9.994190820628326, 53.56081310527855], [9.993981615432833, 53.56240577890942], [9.99135410962322, 53.56297499808801], [9.988935923465656, 53.56195153221986]]]}"
91,891f15ad087ffff,2045,1998,"{'type': 'Polygon', 'coordinates': [[[9.984842446926228, 53.573667846517885], [9.985051906950805, 53.57207551685931], [9.98767976481306, 53.57150658290441], [9.9900982771559, 53.57252996718903], [9.98988893607009, 53.574122312403645], [9.987260963699397, 53.574691257779016], [9.984842446926228, 53.573667846517885]]]}"
92,891f15ad09bffff,2008,2009,"{'type': 'Polygon', 'coordinates': [[[9.974750037520764, 53.572758299617306], [9.974959735385879, 53.57116600108986], [9.977587522527255, 53.57059728772591], [9.980005726338279, 53.57162086148603], [9.979796147387265, 53.57321317558222], [9.977168245707835, 53.573781900350944], [9.974750037520764, 53.572758299617306]]]}"
93,891f15ad0cbffff,3129,3022,"{'type': 'Polygon', 'coordinates': [[[9.968125590997538, 53.56491002639279], [9.968335421232956, 53.563317558855736], [9.970962864772961, 53.56274887967084], [9.973380592605885, 53.563772656637255], [9.973170881241447, 53.565365139755556], [9.970543323169837, 53.56593383032757], [9.968125590997538, 53.56491002639279]]]}"
94,891f15ad0d3ffff,1911,1636,"{'type': 'Polygon', 'coordinates': [[[9.967496038992477, 53.569687172509866], [9.967705899878007, 53.56809483322066], [9.970333537048225, 53.56752624153249], [9.972751427880342, 53.56854997774386], [9.972541685882161, 53.57014233261224], [9.969913934161232, 53.57071093569147], [9.967496038992477, 53.569687172509866]]]}"
95,891f15ad107ffff,3207,3169,"{'type': 'Polygon', 'coordinates': [[[10.023634207035999, 53.56990499663246], [10.02384272901234, 53.56831235804916], [10.026470560028306, 53.56774246551637], [10.028889983432956, 53.56876520009513], [10.028681580463088, 53.57035785419018], [10.02605363507881, 53.5709277581961], [10.023634207035999, 53.56990499663246]]]}"
96,891f15ad11bffff,2957,2974,"{'type': 'Polygon', 'coordinates': [[[10.013540027375512, 53.56899866600811], [10.013748787328007, 53.56740605846726], [10.01637654825358, 53.56683638660779], [10.018795663621466, 53.56785931083299], [10.018587022650877, 53.569451933898215], [10.015959147327232, 53.57002161721521], [10.013540027375512, 53.56899866600811]]]}"
97,891f15ad123ffff,1027,1017,"{'type': 'Polygon', 'coordinates': [[[10.031517849434083, 53.56819519721493], [10.031726177676028, 53.566602471232436], [10.03435396428591, 53.56603236948059], [10.03677353698707, 53.567054982229735], [10.036565327761876, 53.56864772371549], [10.033937426815536, 53.56921783695025], [10.031517849434083, 53.56819519721493]]]}"
98,891f15ad14fffff,3250,3252,"{'type': 'Polygon', 'coordinates': [[[10.01195620807555, 53.56160491946477], [10.012164981760671, 53.56001212730434], [10.014792434614508, 53.55944237947246], [10.017211228156821, 53.56046541235472], [10.017002573422834, 53.56205822004574], [10.01437500619216, 53.56262797932531], [10.01195620807555, 53.56160491946477]]]}"
99,891f15ad16bffff,1271,1241,"{'type': 'Polygon', 'coordinates': [[[10.019838716080455, 53.559895554206044], [10.020047296098618, 53.55830267462611], [10.022674704707049, 53.557732717610925], [10.025093647639082, 53.55875562871961], [10.02488518658232, 53.560348523821666], [10.022257663628864, 53.560918492294306], [10.019838716080455, 53.559895554206044]]]}"
100,891f15ad16fffff,697,636,"{'type': 'Polygon', 'coordinates': [[[10.02488518658232, 53.560348523821666], [10.025093647639082, 53.55875562871961], [10.02772109125225, 53.55818556138111], [10.030140188135562, 53.55920837768082], [10.029931846052458, 53.560801288298705], [10.02730428810916, 53.561371367102446], [10.02488518658232, 53.560348523821666]]]}"
101,891f15ad177ffff,1000,965,"{'type': 'Polygon', 'coordinates': [[[10.024259742500519, 53.56512695261795], [10.024468234013758, 53.563534185771644], [10.027095871314366, 53.562964205835705], [10.029515131447667, 53.56398698127828], [10.02930675892451, 53.56557976363837], [10.026679007274678, 53.56614975504348], [10.024259742500519, 53.56512695261795]]]}"
102,891f15ad187ffff,1714,1714,"{'type': 'Polygon', 'coordinates': [[[10.020171848848317, 53.576844800511694], [10.020380476042744, 53.575252362093174], [10.023008580168844, 53.57468265584351], [10.025428171501698, 53.575705376538615], [10.025219663332232, 53.577297830469], [10.022591444801744, 53.57786754819382], [10.020171848848317, 53.576844800511694]]]}"
103,891f15ad193ffff,2348,2347,"{'type': 'Polygon', 'coordinates': [[[10.012287254132257, 53.57855341337871], [10.012496075096536, 53.57696106237741], [10.015124223495658, 53.57639156535976], [10.01754366536352, 53.57741440787937], [10.017334963413989, 53.57900677440097], [10.014706700578612, 53.57957628288404], [10.012287254132257, 53.57855341337871]]]}"
104,891f15ad1a3ffff,1382,1381,"{'type': 'Polygon', 'coordinates': [[[10.02805631064835, 53.57513555993244], [10.028264744071517, 53.57354303410964], [10.03089280382619, 53.5729731186247], [10.033312544526932, 53.57399571747902], [10.033104230138978, 53.575588258805226], [10.030476056011809, 53.57615818577508], [10.02805631064835, 53.57513555993244]]]}"
105,891f15ad1a7ffff,2047,1954,"{'type': 'Polygon', 'coordinates': [[[10.033104230138978, 53.575588258805226], [10.033312544526932, 53.57399571747902], [10.035940639237003, 53.573425691631066], [10.038360533913478, 53.57444819561796], [10.038152338573006, 53.57604075244126], [10.035524129505335, 53.57661078978193], [10.033104230138978, 53.575588258805226]]]}"
106,891f15ad20fffff,2906,3443,"{'type': 'Polygon', 'coordinates': [[[9.970642879780577, 53.545797594778215], [9.970852587482177, 53.54420461432211], [9.973479256780264, 53.543635585155975], [9.97589633282879, 53.544659525075964], [9.975686743932743, 53.54625252112143], [9.973059960179398, 53.54682156165894], [9.970642879780577, 53.545797594778215]]]}"
107,891f15ad21bffff,1961,1950,"{'type': 'Polygon', 'coordinates': [[[9.962762591160393, 53.54750417658908], [9.962972492370284, 53.54591128363588], [9.965599205266255, 53.545342463561695], [9.968016131436018, 53.54636652508046], [9.967806349021314, 53.54795943363148], [9.96517952163841, 53.548528265067276], [9.962762591160393, 53.54750417658908]]]}"
108,891f15ad22bffff,2484,2588,"{'type': 'Polygon', 'coordinates': [[[9.978523037510522, 53.5440903856752], [9.978732551702235, 53.54249731772915], [9.981359177304235, 53.54192807946772], [9.983776403134726, 53.54295189777256], [9.983567007758841, 53.54454498129954], [9.980940267733377, 53.54511423094211], [9.978523037510522, 53.5440903856752]]]}"
109,891f15ad233ffff,1106,1088,"{'type': 'Polygon', 'coordinates': [[[9.977894433745718, 53.54886933307832], [9.978103978533026, 53.547276393350586], [9.98073079765516, 53.54670724257064], [9.983148186429311, 53.547731020134755], [9.982938760474221, 53.549323975441375], [9.980311826909485, 53.54989313760639], [9.977894433745718, 53.54886933307832]]]}"
110,891f15ad237ffff,1717,1699,"{'type': 'Polygon', 'coordinates': [[[9.982938760474221, 53.549323975441375], [9.983148186429311, 53.547731020134755], [9.985775040880391, 53.547161759105165], [9.988192583800846, 53.54818544199068], [9.987983276690251, 53.5497784128699], [9.985356307811406, 53.55034768529237], [9.982938760474221, 53.549323975441375]]]}"
111,891f15ad28fffff,2613,2553,"{'type': 'Polygon', 'coordinates': [[[9.967176940508724, 53.552737902843155], [9.967386753558424, 53.55114512251364], [9.970013695430419, 53.55057627971035], [9.97243093874075, 53.551600205864595], [9.972221244514978, 53.553193001783605], [9.969594188151682, 53.55376185596025], [9.967176940508724, 53.552737902843155]]]}"
112,891f15ad297ffff,2544,2532,"{'type': 'Polygon', 'coordinates': [[[9.966547440077878, 53.55751598737585], [9.966757283769192, 53.555923335275054], [9.96938441919653, 53.555354579971315], [9.971801825439604, 53.55637846539242], [9.971592100588559, 53.557971133080656], [9.968964850650844, 53.5585398997617], [9.966547440077878, 53.55751598737585]]]}"
113,891f15ad29bffff,3032,3040,"{'type': 'Polygon', 'coordinates': [[[9.959295834199848, 53.55444392552811], [9.959505840794517, 53.552851232706566], [9.962132826229524, 53.55228259901134], [9.964549919589603, 53.553306646775475], [9.964340031808524, 53.55489935519495], [9.96171293185051, 53.555468000253725], [9.959295834199848, 53.55444392552811]]]}"
114,891f15ad2afffff,1340,1260,"{'type': 'Polygon', 'coordinates': [[[9.980102326240539, 53.551486021011954], [9.980311826909485, 53.54989313760639], [9.982938760474221, 53.549323975441375], [9.985356307811406, 53.55034768529237], [9.985146925989017, 53.55194058427266], [9.982519877979577, 53.5525097578286], [9.980102326240539, 53.551486021011954]]]}"
115,891f15ad2b7ffff,2306,2212,"{'type': 'Polygon', 'coordinates': [[[9.979473763040398, 53.55626441476986], [9.979683294306732, 53.55467165959451], [9.982310421438605, 53.55410258490764], [9.98472813176465, 53.555126254002595], [9.98451871936121, 53.55671902475063], [9.981891477765569, 53.5572881108324], [9.979473763040398, 53.55626441476986]]]}"
116,891f15ad2bbffff,566,499,"{'type': 'Polygon', 'coordinates': [[[9.972221244514978, 53.553193001783605], [9.97243093874075, 53.551600205864595], [9.975057916031835, 53.55103125281762], [9.977475313570332, 53.55205508430983], [9.977265738180764, 53.553647895812], [9.974638646413235, 53.55421686024017], [9.972221244514978, 53.553193001783605]]]}"
117,891f15ad2d3ffff,2119,2104,"{'type': 'Polygon', 'coordinates': [[[9.952045167122108, 53.55137137675659], [9.952255336569433, 53.54977864323335], [9.95488217194487, 53.549210131117974], [9.957298952405294, 53.5502343411773], [9.957088901744813, 53.55182709030895], [9.954461951833792, 53.55239561377422], [9.952045167122108, 53.55137137675659]]]}"
118,891f15ad303ffff,2526,2544,"{'type': 'Polygon', 'coordinates': [[[10.003117961588096, 53.55114049534151], [10.003326912091266, 53.54954747778248], [10.00595390745872, 53.54897777568254], [10.008372066688157, 53.550001079718825], [10.008163235078715, 53.55159411282514], [10.005536125342854, 53.55216382634925], [10.003117961588096, 53.55114049534151]]]}"
119,891f15ad307ffff,1029,908,"{'type': 'Polygon', 'coordinates': [[[10.008163235078715, 53.55159411282514], [10.008372066688157, 53.550001079718825], [10.01099909718487, 53.54943126733335], [10.013417410422443, 53.550454476623564], [10.013208697719026, 53.55204752527089], [10.010581552868759, 53.55261734908834], [10.008163235078715, 53.55159411282514]]]}"
120,891f15ad30bffff,962,977,"{'type': 'Polygon', 'coordinates': [[[10.00090890689764, 53.54852407901366], [10.001117901581326, 53.54693100511603], [10.003744782582485, 53.54636131443435], [10.006162783262981, 53.54738468623341], [10.00595390745872, 53.54897777568254], [10.003326912091266, 53.54954747778248], [10.00090890689764, 53.54852407901366]]]}"
121,891f15ad313ffff,3542,3232,"{'type': 'Polygon', 'coordinates': [[[10.000281861797657, 53.553303044245986], [10.000490887006569, 53.55171009857944], [10.003117961588096, 53.55114049534151], [10.005536125342854, 53.55216382634925], [10.005327219029759, 53.553756787565256], [10.002700030062847, 53.55432640222539], [10.000281861797657, 53.553303044245986]]]}"
122,891f15ad317ffff,2871,2617,"{'type': 'Polygon', 'coordinates': [[[10.005327219029759, 53.553756787565256], [10.005536125342854, 53.55216382634925], [10.008163235078715, 53.55159411282514], [10.010581552868759, 53.55261734908834], [10.010372765463789, 53.55421032584746], [10.007745541357357, 53.554780050801625], [10.005327219029759, 53.553756787565256]]]}"
123,891f15ad31bffff,682,635,"{'type': 'Polygon', 'coordinates': [[[9.998072877314728, 53.55068667284063], [9.998281946699375, 53.54909367083524], [10.00090890689764, 53.54852407901366], [10.003326912091266, 53.54954747778248], [10.003117961588096, 53.55114049534151], [10.000490887006569, 53.55171009857944], [9.998072877314728, 53.55068667284063]]]}"
124,891f15ad333ffff,844,799,"{'type': 'Polygon', 'coordinates': [[[10.013208697719026, 53.55204752527089], [10.013417410422443, 53.550454476623564], [10.016044476008418, 53.54988455394539], [10.018462943226448, 53.55090766847611], [10.01825434944144, 53.55250073265808], [10.015627169516735, 53.553070666776065], [10.013208697719026, 53.55204752527089]]]}"
125,891f15ad33bffff,1753,1772,"{'type': 'Polygon', 'coordinates': [[[10.01099909718487, 53.54943126733335], [10.01120785409741, 53.547838162339055], [10.013834805346807, 53.54726825109478], [10.016253114016939, 53.54829143341225], [10.016044476008418, 53.54988455394539], [10.013417410422443, 53.550454476623564], [10.01099909718487, 53.54943126733335]]]}"
126,891f15ad34bffff,2333,2762,"{'type': 'Polygon', 'coordinates': [[[9.991447140204825, 53.54283681415573], [9.991656342059041, 53.54124364316025], [9.994282959120284, 53.54067408555242], [9.996700488700897, 53.54169768754276], [9.996491405685095, 53.54329087410441], [9.993864674246993, 53.54386044311093], [9.991447140204825, 53.54283681415573]]]}"
127,891f15ad34fffff,1266,1381,"{'type': 'Polygon', 'coordinates': [[[9.996491405685095, 53.54329087410441], [9.996700488700897, 53.54169768754276], [9.999327140975804, 53.54112801968], [10.001744824593723, 53.54215152697379], [10.00153586042862, 53.54374472909526], [9.998909093791633, 53.544314408364535], [9.996491405685095, 53.54329087410441]]]}"
128,891f15ad353ffff,871,876,"{'type': 'Polygon', 'coordinates': [[[9.990819473540917, 53.547616070704294], [9.991028705946494, 53.54602302792858], [9.99365551653965, 53.5454535577808], [9.996073209119956, 53.54647711900752], [9.995864095569184, 53.54807017734734], [9.99323717058006, 53.54863965889776], [9.990819473540917, 53.547616070704294]]]}"
129,891f15ad357ffff,817,846,"{'type': 'Polygon', 'coordinates': [[[9.995864095569184, 53.54807017734734], [9.996073209119956, 53.54647711900752], [9.998700054937103, 53.545907538596396], [10.001117901581326, 53.54693100511603], [10.00090890689764, 53.54852407901366], [9.998281946699375, 53.54909367083524], [9.995864095569184, 53.54807017734734]]]}"
130,891f15ad35bffff,1129,1321,"{'type': 'Polygon', 'coordinates': [[[9.98861116745774, 53.54499937200832], [9.988820444005482, 53.543406272906736], [9.991447140204825, 53.54283681415573], [9.993864674246993, 53.54386044311093], [9.99365551653965, 53.5454535577808], [9.991028705946494, 53.54602302792858], [9.98861116745774, 53.54499937200832]]]}"
131,891f15ad36bffff,777,779,"{'type': 'Polygon', 'coordinates': [[[10.004371512042379, 53.54158174884895], [10.004580401524795, 53.539988474840214], [10.007207009777023, 53.539418597862415], [10.009624842873855, 53.54044198347846], [10.00941607225241, 53.54203527303858], [10.006789349669914, 53.542605161432654], [10.004371512042379, 53.54158174884895]]]}"
132,891f15ad3a7ffff,1578,1534,"{'type': 'Polygon', 'coordinates': [[[10.017628507145508, 53.55727966872194], [10.017837131401693, 53.555686732781815], [10.020464425667207, 53.555116787218175], [10.022883210016177, 53.55613976614448], [10.022674704707049, 53.557732717610925], [10.020047296098618, 53.55830267462611], [10.017628507145508, 53.55727966872194]]]}"
133,891f15ad3abffff,1494,1471,"{'type': 'Polygon', 'coordinates': [[[10.010372765463789, 53.55421032584746], [10.010581552868759, 53.55261734908834], [10.013208697719026, 53.55204752527089], [10.015627169516735, 53.553070666776065], [10.015418501032162, 53.55466365907199], [10.012791241826188, 53.5552334943273], [10.010372765463789, 53.55421032584746]]]}"
134,891f15ad3bbffff,1535,1544,"{'type': 'Polygon', 'coordinates': [[[10.007536679243987, 53.55637295567017], [10.007745541357357, 53.554780050801625], [10.010372765463789, 53.55421032584746], [10.012791241826188, 53.5552334943273], [10.012582498635256, 53.556826414734815], [10.009955160156201, 53.55739615112487], [10.007536679243987, 53.55637295567017]]]}"
135,891f15ad3c7ffff,3529,3742,"{'type': 'Polygon', 'coordinates': [[[9.995236693835134, 53.55284909591035], [9.995445837927505, 53.551256165799565], [9.998072877314728, 53.55068667284063], [10.000490887006569, 53.55171009857944], [10.000281861797657, 53.553303044245986], [9.997654708010224, 53.55387254861934], [9.995236693835134, 53.55284909591035]]]}"
136,891f15ad3cbffff,908,912,"{'type': 'Polygon', 'coordinates': [[[9.987983276690251, 53.5497784128699], [9.988192583800846, 53.54818544199068], [9.990819473540917, 53.547616070704294], [9.99323717058006, 53.54863965889776], [9.993027982326293, 53.550232645343215], [9.990400978173264, 53.55080202803031], [9.987983276690251, 53.5497784128699]]]}"
137,891f15ad3cfffff,2364,2539,"{'type': 'Polygon', 'coordinates': [[[9.993027982326293, 53.550232645343215], [9.99323717058006, 53.54863965889776], [9.995864095569184, 53.54807017734734], [9.998281946699375, 53.54909367083524], [9.998072877314728, 53.55068667284063], [9.995445837927505, 53.551256165799565], [9.993027982326293, 53.550232645343215]]]}"
138,891f15ad3d3ffff,2530,2823,"{'type': 'Polygon', 'coordinates': [[[9.987355294220889, 53.55455706904979], [9.987564631901028, 53.55296422640025], [9.990191715209733, 53.552394942579], [9.992609575267089, 53.55341849000404], [9.992400356460184, 53.5550113482178], [9.989773158719455, 53.55558064344371], [9.987355294220889, 53.55455706904979]]]}"
139,891f15ad3dbffff,1153,1149,"{'type': 'Polygon', 'coordinates': [[[9.985146925989017, 53.55194058427266], [9.985356307811406, 53.55034768529237], [9.987983276690251, 53.5497784128699], [9.990400978173264, 53.55080202803031], [9.990191715209733, 53.552394942579], [9.987564631901028, 53.55296422640025], [9.985146925989017, 53.55194058427266]]]}"
140,891f15ad407ffff,2158,2151,"{'type': 'Polygon', 'coordinates': [[[9.96844500221931, 53.58185601852947], [9.968654880296706, 53.58026399210364], [9.971283019400014, 53.57969556401161], [9.973701395013816, 53.580719150941945], [9.97349163587093, 53.582311192938725], [9.970863382176471, 53.58287963243561], [9.96844500221931, 53.58185601852947]]]}"
141,891f15ad40bffff,2596,2591,"{'type': 'Polygon', 'coordinates': [[[9.961190488639536, 53.57878485187929], [9.961400529753146, 53.57719278468887], [9.964028518771647, 53.57662447828237], [9.966446581277072, 53.57764822767651], [9.966236659071264, 53.579240310448355], [9.963608555448966, 53.579808628246], [9.961190488639536, 53.57878485187929]]]}"
142,891f15ad42bffff,2637,2648,"{'type': 'Polygon', 'coordinates': [[[9.974120882655852, 53.577534938677836], [9.974330611156493, 53.5759427684121], [9.97695859198539, 53.575374142533036], [9.979376958867539, 53.576397675512396], [9.979167349297377, 53.57798986134477], [9.976539253911318, 53.57855849863255], [9.974120882655852, 53.577534938677836]]]}"
143,891f15ad42fffff,783,759,"{'type': 'Polygon', 'coordinates': [[[9.979167349297377, 53.57798986134477], [9.979376958867539, 53.576397675512396], [9.982004975087218, 53.575828939332986], [9.984423496275774, 53.57685237757081], [9.984214005648452, 53.578444578963584], [9.981585874886433, 53.57901332655951], [9.979167349297377, 53.57798986134477]]]}"
144,891f15ad44bffff,1178,1172,"{'type': 'Polygon', 'coordinates': [[[9.951729523699617, 53.57309708352292], [9.95193977187915, 53.571504919258096], [9.954567496131144, 53.57093674587989], [9.956985086814617, 53.571960725396366], [9.956774957501814, 53.573552905257266], [9.95414711863552, 53.574121090007], [9.951729523699617, 53.57309708352292]]]}"
145,891f15ad453ffff,1842,1831,"{'type': 'Polygon', 'coordinates': [[[9.951098717737313, 53.57787331980663], [9.951308996629455, 53.576281283797975], [9.953936914536449, 53.57571319794294], [9.956354668181422, 53.57673713672246], [9.95614450817239, 53.578329188325135], [9.95351647563197, 53.578897285555634], [9.951098717737313, 53.57787331980663]]]}"
146,891f15ad45bffff,1687,1680,"{'type': 'Polygon', 'coordinates': [[[9.948891397456066, 53.57525725034609], [9.949101720423888, 53.573665158008346], [9.951729523699617, 53.57309708352292], [9.95414711863552, 53.574121090007], [9.953936914536449, 53.57571319794294], [9.951308996629455, 53.576281283797975], [9.948891397456066, 53.57525725034609]]]}"
147,891f15ad47bffff,2623,2825,"{'type': 'Polygon', 'coordinates': [[[9.961820581299012, 53.57400852204617], [9.962030591732788, 53.57241632659552], [9.964658387075591, 53.57184793268275], [9.967076286566058, 53.57287172283481], [9.966866395023732, 53.57446393386895], [9.964238485096207, 53.575032339168914], [9.961820581299012, 53.57400852204617]]]}"
148,891f15ad497ffff,642,624,"{'type': 'Polygon', 'coordinates': [[[9.962138361670034, 53.59095180627035], [9.96234842003958, 53.5893600519731], [9.964976911135272, 53.588791909181765], [9.967395458502331, 53.5898155092841], [9.967185519087762, 53.59140727915453], [9.964556913347865, 53.591975433350804], [9.962138361670034, 53.59095180627035]]]}"
149,891f15ad4afffff,1184,1168,"{'type': 'Polygon', 'coordinates': [[[9.975700455225605, 53.58492669775011], [9.97591017021605, 53.5833347121079], [9.97853845933674, 53.582766162301596], [9.980957148042192, 53.58378958672035], [9.980747552012971, 53.585381587922996], [9.978119148313809, 53.58595014914787], [9.975700455225605, 53.58492669775011]]]}"
150,891f15ad4b7ffff,2255,2244,"{'type': 'Polygon', 'coordinates': [[[9.975071248967692, 53.58970239811682], [9.975280994602148, 53.588110540755366], [9.977909477485381, 53.58754207843112], [9.980328329328465, 53.588565462047164], [9.980118702671637, 53.590157334967024], [9.977490105190855, 53.59072580871381], [9.975071248967692, 53.58970239811682]]]}"
151,891f15ad4c7ffff,1094,1083,"{'type': 'Polygon', 'coordinates': [[[9.955513966740932, 53.58310508660392], [9.95572415745285, 53.58151316326666], [9.958352304628818, 53.58094505465477], [9.960770375727327, 53.58196885799426], [9.960560303927194, 53.58356079691722], [9.9579320421135, 53.58412891691637], [9.955513966740932, 53.58310508660392]]]}"
152,891f15ad50bffff,1958,1944,"{'type': 'Polygon', 'coordinates': [[[9.99651766713295, 53.58196875601559], [9.996726875632643, 53.5803765798877], [9.999355112282545, 53.579807501324105], [10.00177425492949, 53.58083058744387], [10.001565165424024, 53.58242277910902], [9.998936814274149, 53.58299186911851], [9.99651766713295, 53.58196875601559]]]}"
153,891f15ad527ffff,2824,2832,"{'type': 'Polygon', 'coordinates': [[[10.016708796568064, 53.58378361740218], [10.016917529017018, 53.58219137916319], [10.019545906290764, 53.581621859208816], [10.021965665552786, 53.58264456601768], [10.021757052147306, 53.58423681976864], [10.019128560433074, 53.58480635120017], [10.016708796568064, 53.58378361740218]]]}"
154,891f15ad533ffff,3228,3314,"{'type': 'Polygon', 'coordinates': [[[10.008823382441589, 53.58549167134583], [10.009032308697162, 53.58389952052916], [10.011660730209279, 53.583330209822996], [10.014080339934887, 53.58435303846746], [10.0138715327125, 53.58594520480458], [10.011242996728045, 53.58651452697818], [10.008823382441589, 53.58549167134583]]]}"
155,891f15ad54fffff,549,545,"{'type': 'Polygon', 'coordinates': [[[9.99209831019485, 53.576737917765065], [9.992307607094899, 53.57514562890828], [9.994935614751242, 53.574576573218856], [9.997354439999988, 53.575599794953426], [9.9971452620654, 53.577192099355806], [9.994517139913338, 53.57776116647939], [9.99209831019485, 53.576737917765065]]]}"
156,891f15ad593ffff,1696,1761,"{'type': 'Polygon', 'coordinates': [[[9.992424154162185, 53.59368156720863], [9.992633498616629, 53.59208971956692], [9.995262202122602, 53.59152091479989], [9.997681675726048, 53.592543946224076], [9.997472450300695, 53.594135809401116], [9.994843632239508, 53.59470462562002], [9.992424154162185, 53.59368156720863]]]}"
157,891f15ad5b7ffff,1223,1200,"{'type': 'Polygon', 'coordinates': [[[10.010407407660992, 53.592882648121396], [10.010616320192687, 53.591290681983494], [10.013245050011728, 53.59072144723275], [10.015664981789355, 53.59174416714404], [10.01545618832166, 53.59333614879622], [10.012827344009049, 53.59390539502423], [10.010407407660992, 53.592882648121396]]]}"
158,891f15ad5cbffff,1864,1867,"{'type': 'Polygon', 'coordinates': [[[9.983585472549118, 53.58322092659744], [9.983794993785855, 53.58162885347769], [9.986423239092383, 53.581060094459275], [9.988842077705538, 53.58208339713369], [9.98863267544039, 53.583675485805465], [9.986004315587177, 53.58424425625218], [9.983585472549118, 53.58322092659744]]]}"
159,891f15ad5d7ffff,1486,1469,"{'type': 'Polygon', 'coordinates': [[[9.988004407447022, 53.58845149525785], [9.988213840311843, 53.586859534868324], [9.990842314713841, 53.58629075298738], [9.993261470798624, 53.587313920057234], [9.993052156934082, 53.58890589599041], [9.99042356798118, 53.58947468931145], [9.988004407447022, 53.58845149525785]]]}"
160,891f15ad603ffff,2184,2201,"{'type': 'Polygon', 'coordinates': [[[9.94794632855545, 53.56308752365866], [9.948156634151402, 53.5614951185096], [9.950783935592538, 53.56092688032634], [9.953201046025276, 53.56195103593769], [9.952990859250903, 53.563543456693196], [9.95036344321897, 53.56411170623229], [9.94794632855545, 53.56308752365866]]]}"
161,891f15ad617ffff,1351,1333,"{'type': 'Polygon', 'coordinates': [[[9.950153181679354, 53.565704055065915], [9.95036344321897, 53.56411170623229], [9.952990859250903, 53.563543456693196], [9.955408128332957, 53.564567544627394], [9.955197985629356, 53.566159909063316], [9.952570455004402, 53.56672816996412], [9.950153181679354, 53.565704055065915]]]}"
162,891f15ad62fffff,2777,2764,"{'type': 'Polygon', 'coordinates': [[[9.963710307160412, 53.55967722399224], [9.963920225594673, 53.55808464380412], [9.966547440077878, 53.55751598737585], [9.968964850650844, 53.5585398997617], [9.968755051058858, 53.56013249553937], [9.966127722048343, 53.560701163343], [9.963710307160412, 53.55967722399224]]]}"
163,891f15ad633ffff,4213,4182,"{'type': 'Polygon', 'coordinates': [[[9.958035579934732, 53.56399918484089], [9.958245647875145, 53.56240674848522], [9.960873020445565, 53.561838289815555], [9.96329043963354, 53.562862256131474], [9.963080490539445, 53.56445470808101], [9.9604530034078, 53.565023178122146], [9.958035579934732, 53.56399918484089]]]}"
