,hex_id,U-Bahn,S-Bahn,DB,R-Bahn,Bus,rank,qrank,population,under_18s,share_under_18s,65yo_and_older,share_65yo_and_older,foreigners,share_foreigners,pop_w_migration_bg,share_pop_w_migration_bg,under_18_mig_bg,share_under_18_mig_bg,hh,ppl_per_hh,single_per_hh,share_single_per_hh,hh_w_chld,share_hh_w_chld,sngl_parent,share_sngl_parent,area_km,pop_dnsty,births,deaths,immigration,moving_away,migr_balance,social_insur,employment_rate,unemployed,share_unemployed,yng_unemployed,share_yng_unemployed,old_unemployed,share_old_unemployed,sgb_2,share_sgb_2,under_15_min_security,share_under_15_min_security,community_of_needs_sgb_2,taxpayers,total_income_per_taxpayer,residental_bldngs,apartments,ready_to_move_apt,apt_in_houses,share_apt_in_houses,apt_size,living_space_per_inhab,social_housing,share_social_housing,land_prices,kita_preschool,primary_schools,share_high_school_stud,doctors,practitioners,dentists,pharmacies,private_cars,car_density,geometry,counts,bike_end,bike_start
20,881f1532d5fffff,0,0,0,0,2,0,0,1243.0,70.0,5.631536605,67.0,5.390185036,464.0,37.32904264,615.0,49.63680387,61.0,88.40579709999999,973.0,1.304213772,759.0,78.0061665,38.0,3.905447071,17.0,44.73684211,11.90017659,104.4522315,7.0,7.0,383.0,360.0,23.0,547.0,50.2,95.0,8.520179372000001,6.0,1.769911504,12.0,11.11111111,185.0,14.88334674,34.0,55.73770492,128.0,588.0,13777.0,70.0,735.0,0.0,2.0,0.27210884350000003,50.58911565,29.91391794,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,118.0,94.93161706,"{'type': 'Polygon', 'coordinates': [[[10.010668543564387, 53.532474894601926], [10.008668500010302, 53.528264279139044], [10.014129384127642, 53.525530204724774], [10.021590631744486, 53.52700657671788], [10.023591603115651, 53.531217181730895], [10.018130399107902, 53.53395142522537], [10.010668543564387, 53.532474894601926]]]}",2,35,40
21,881f1532d9fffff,0,0,0,0,2,0,0,3939.0,448.0,11.37344504,133.0,3.376491495,1812.0,46.00152323,2470.0,62.48418922,379.0,84.40979955,2009.0,1.554504729,1314.0,65.40567446,201.0,10.0049776,55.0,27.36318408,2.495986588,1578.13348,61.0,8.0,1356.0,1615.0,-259.0,1645.0,47.4,248.0,7.253582918999999,29.0,3.3448673589999998,26.0,12.80788177,724.0,18.38029957,155.0,40.05167959,475.0,1199.0,19468.0,86.0,1877.0,203.0,6.0,0.3196590304,56.90356953,27.11551155,219.0,11.66755461,860.0,5.0,1.0,27.73109244,0.0,0.0,12.0,0.0,497.0,126.17415590000002,"{'type': 'Polygon', 'coordinates': [[[10.016670359563173, 53.545105064114416], [10.014669473286533, 53.540895287123035], [10.020131327967672, 53.53816161624383], [10.02759438877696, 53.53963755320083], [10.029596203175698, 53.54384731959084], [10.024134028698105, 53.546581159649904], [10.016670359563173, 53.545105064114416]]]}",2,2153,2197
22,881f1532dbfffff,0,0,0,0,3,0,0,9225.0,1581.0,17.13821138,1344.0,14.56910569,2593.0,28.10840108,5147.0,55.63722841,1242.0,78.60759494,5275.0,1.750331754,3150.0,59.71563981,892.0,16.90995261,295.0,33.07174888,7.190858696,1282.878776,103.0,101.0,1107.0,1033.0,74.0,3554.0,55.2,547.0,8.41409014,38.0,3.7037037039999996,82.0,7.714016933,1841.0,19.95663957,575.0,41.66666667,912.0,4024.0,20473.0,523.0,4596.0,38.0,137.0,2.9808529160000004,60.53959965,30.16151762,903.0,19.64751958,274.0,4.0,1.0,24.94577007,5.0,5.0,5.0,2.0,2380.0,257.9945799,"{'type': 'Polygon', 'coordinates': [[[10.029596203175698, 53.54384731959084], [10.02759438877696, 53.53963755320083], [10.033055912385263, 53.536903140543124], [10.040519569757732, 53.53837832505378], [10.042522312112471, 53.542588080710274], [10.037060469193856, 53.545322662614296], [10.029596203175698, 53.54384731959084]]]}",3,430,418
23,881f1532e3fffff,0,0,0,0,5,0,0,54169.0,11236.0,20.74249109,7294.0,13.46526611,17593.0,32.47798556,32447.0,59.94273046,8767.0,78.4027902,26250.0,2.0339047619999997,12879.0,49.06285714,6068.0,23.11619048,1604.0,26.43375082,35.38672277,1530.771876,743.0,475.0,5229.0,6176.0,-947.0,19577.0,51.9,3399.0,9.066175882000001,282.0,3.88858246,424.0,8.05777271,11703.0,21.6046078,3666.0,39.06649616,5255.0,21384.0,21890.0,4653.0,22618.0,55.0,3174.0,14.03307101,69.68949509,29.09850653,5245.0,23.18949509,231.0,27.0,7.0,22.66483516,71.0,39.0,22.0,9.0,13544.0,250.03230630000002,"{'type': 'Polygon', 'coordinates': [[[9.982292733414393, 53.515408624419244], [9.980295344377547, 53.51119673672765], [9.985755267086605, 53.50846316905528], [9.99321289964593, 53.50994132026835], [9.99521121629012, 53.51415319793561], [9.989750972822428, 53.51688693443884], [9.982292733414393, 53.515408624419244]]]}",5,1319,1412
24,881f15342bfffff,0,1,0,0,6,1,5,23844.0,5517.0,23.13789633,2063.0,8.652071800000002,4047.0,16.97282335,15363.0,64.46374622,4326.0,78.568834,9594.0,2.4033771109999997,2889.0,30.11257036,3170.0,33.04148426,856.0,27.00315457,4.204242824,5671.413617,295.0,70.0,1683.0,1775.0,-92.0,9854.0,57.7,1022.0,5.933925565,59.0,1.6895761740000002,136.0,4.068202213999999,4021.0,16.86378124,1356.0,29.7498903,1641.0,9440.0,28633.0,3192.0,9227.0,158.0,2503.0,27.12691015,80.28514143,31.0682352,5019.0,54.39471117,288.0,7.0,3.0,40.69400631,16.0,10.0,9.0,2.0,7795.0,326.9166247,"{'type': 'Polygon', 'coordinates': [[[10.17954121663517, 53.4894639645114], [10.177529891312405, 53.48525182708899], [10.182984164943617, 53.48250656472698], [10.19045007722913, 53.48397327000751], [10.192462327417655, 53.488185395433916], [10.187007740510813, 53.4909308276004], [10.17954121663517, 53.4894639645114]]]}",11,101,105
25,881f153439fffff,0,1,0,1,6,1,8,39168.0,6105.0,15.58670343,9323.0,23.80259395,4699.0,11.997038400000001,15225.0,38.87002476,3467.0,56.98553583,20803.0,1.882036245,10108.0,48.5891458,3794.0,18.23775417,1082.0,28.51871376,13.04495229,3002.540686,325.0,461.0,2984.0,3256.0,-272.0,15308.0,61.4,1248.0,5.024559143,56.0,1.353965184,240.0,4.8348106369999995,3882.0,9.911151961,1026.0,20.49131216,2082.0,18234.0,29127.0,5727.0,20082.0,43.0,4445.0,22.13424958,74.83288517,38.36790237,1567.0,7.803007668999999,390.0,14.0,4.0,41.67507568,48.0,18.0,28.0,7.0,14506.0,370.3533497,"{'type': 'Polygon', 'coordinates': [[[10.201942573869461, 53.49386320416159], [10.199929438150551, 53.4896515048523], [10.205383686731443, 53.486905331077935], [10.212851383583121, 53.48837068668564], [10.214865444064074, 53.4925823737254], [10.209410882987337, 53.495328717451564], [10.201942573869461, 53.49386320416159]]]}",15,458,478
26,881f15343bfffff,0,0,0,0,6,0,0,35669.0,6188.0,17.34839777,7147.0,20.03700692,5325.0,14.92892988,11660.0,32.75096905,2859.0,46.44249513,18117.0,1.8871225919999999,8857.0,48.88778495,3534.0,19.50654082,956.0,27.05149972,10.35909855,3443.253276,382.0,390.0,4712.0,4130.0,582.0,13383.0,58.1,1225.0,5.2608975739999995,66.0,1.6793893130000002,187.0,4.574363992,3828.0,10.73200819,1084.0,20.6988734,2041.0,15979.0,35049.0,5155.0,16993.0,179.0,4037.0,23.75684105,79.35785323,37.80672292,716.0,4.2134996760000005,420.0,23.0,7.0,46.60887302,150.0,39.0,48.0,11.0,12161.0,340.9403123,"{'type': 'Polygon', 'coordinates': [[[10.214865444064074, 53.4925823737254], [10.212851383583121, 53.48837068668564], [10.218305293269276, 53.48562377129531], [10.225773575501176, 53.48708837295248], [10.227788560574144, 53.49130004759079], [10.222334338879309, 53.49404713299796], [10.214865444064074, 53.4925823737254]]]}",6,153,153
27,881f153467fffff,0,1,0,0,4,1,4,23844.0,5517.0,23.13789633,2063.0,8.652071800000002,4047.0,16.97282335,15363.0,64.46374622,4326.0,78.568834,9594.0,2.4033771109999997,2889.0,30.11257036,3170.0,33.04148426,856.0,27.00315457,4.204242824,5671.413617,295.0,70.0,1683.0,1775.0,-92.0,9854.0,57.7,1022.0,5.933925565,59.0,1.6895761740000002,136.0,4.068202213999999,4021.0,16.86378124,1356.0,29.7498903,1641.0,9440.0,28633.0,3192.0,9227.0,158.0,2503.0,27.12691015,80.28514143,31.0682352,5019.0,54.39471117,288.0,7.0,3.0,40.69400631,16.0,10.0,9.0,2.0,7795.0,326.9166247,"{'type': 'Polygon', 'coordinates': [[[10.15369974589215, 53.492016617425], [10.151690270808048, 53.48780445640645], [10.15714521841125, 53.48506067710468], [10.164609955403181, 53.48652888917235], [10.166620355691034, 53.490741038458815], [10.161165093838939, 53.49348498743431], [10.15369974589215, 53.492016617425]]]}",9,125,122
28,881f15a1b5fffff,1,0,0,0,2,0,0,41670.0,6558.0,15.73794096,10857.0,26.05471562,4289.0,10.29277658,9293.0,22.29553034,2313.0,35.42113323,21810.0,1.877900046,10412.0,47.73956901,4022.0,18.44108207,821.0,20.41272999,12.41758887,3355.7239200000004,359.0,474.0,3947.0,4096.0,-149.0,15119.0,59.4,734.0,2.8940935260000002,52.0,1.3644712669999999,175.0,3.394103957,1505.0,3.611711063,346.0,6.347459182000001,918.0,20811.0,41651.0,8523.0,20814.0,90.0,7356.0,35.341597,85.79177477,42.85265179,760.0,3.651388489,539.0,19.0,5.0,60.72144289,94.0,27.0,37.0,8.0,17484.0,419.58243339999996,"{'type': 'Polygon', 'coordinates': [[[9.942257749267055, 53.64470021577431], [9.940259330061384, 53.64049621745846], [9.945730963899171, 53.637772052377564], [9.953201340521629, 53.63925171635759], [9.955200691483022, 53.6434557041996], [9.949728734121098, 53.64618003856018], [9.942257749267055, 53.64470021577431]]]}",6,77,79
29,881f15a88dfffff,0,0,0,0,3,0,0,31160.0,5216.0,16.7394095,3988.0,12.79845956,7464.0,23.95378691,11481.0,36.86542722,2606.0,49.99040859,16912.0,1.735158467,9934.0,58.73935667,2961.0,17.50827815,711.0,24.01215805,10.54097228,2956.084047,403.0,246.0,4824.0,4938.0,-114.0,12442.0,55.1,1347.0,5.932352682,140.0,3.985197837,203.0,6.937799042999999,3800.0,12.19512195,893.0,19.99552172,2290.0,14963.0,33565.0,3535.0,14490.0,46.0,2309.0,15.93512767,69.79075224,32.45404365,372.0,2.567287785,714.0,27.0,4.0,41.83098592,39.0,12.0,23.0,5.0,8654.0,277.7278562,"{'type': 'Polygon', 'coordinates': [[[9.877002019419596, 53.57840281862762], [9.875010558676005, 53.574194184879346], [9.880477642802292, 53.571469650917905], [9.887936512968825, 53.572953582170825], [9.88992890418484, 53.5771622066111], [9.884461494816184, 53.57988690913123], [9.877002019419596, 53.57840281862762]]]}",3,267,268
30,881f15a893fffff,0,0,0,0,4,0,0,57541.0,7384.0,12.83258894,7254.0,12.60666308,6919.0,12.02446951,13528.0,23.50120737,2407.0,32.65499932,38707.0,1.527630661,26071.0,67.35474204,5065.0,13.08548841,1287.0,25.40967423,3.225548705,17839.13537,838.0,300.0,6999.0,7181.0,-182.0,27126.0,62.1,1651.0,3.773973072,86.0,1.884724962,271.0,4.7237232,2578.0,4.480283624,429.0,6.5596330279999995,1811.0,32492.0,37536.0,3259.0,34235.0,92.0,310.0,0.905506061,63.92709216,38.03451452,666.0,1.945377538,1557.0,63.0,8.0,62.50684182,290.0,32.0,57.0,12.0,14983.0,260.3882449,"{'type': 'Polygon', 'coordinates': [[[9.938169190190719, 53.57912066726116], [9.93617312276717, 53.57491249548373], [9.941639226350372, 53.57218482530089], [9.949101720423888, 53.573665158008346], [9.951098717737313, 53.57787331980663], [9.94563229114206, 53.58060115890133], [9.938169190190719, 53.57912066726116]]]}",4,2258,2242
31,881f15a89bfffff,0,0,0,0,2,0,0,25753.0,3565.0,13.84304741,4868.0,18.90265212,4649.0,18.05226576,8636.0,33.47546321,1733.0,48.52982358,14618.0,1.7038582569999998,8400.0,57.46340129,2229.0,15.24832398,517.0,23.19425751,6.089201463999999,4229.290187,294.0,243.0,3935.0,3913.0,22.0,10633.0,60.1,852.0,4.791362052,61.0,2.177793645,139.0,5.140532544,1958.0,7.602997708999999,405.0,13.05188527,1259.0,12277.0,32600.0,2783.0,13815.0,107.0,1688.0,12.21860297,69.79182048,37.43928863,197.0,1.425986247,491.0,11.0,3.0,50.61043285,37.0,13.0,8.0,3.0,8123.0,315.4195628,"{'type': 'Polygon', 'coordinates': [[[9.934698459107857, 53.586055521992435], [9.932702435805473, 53.58184776435491], [9.938169190190719, 53.57912066726116], [9.94563229114206, 53.58060115890133], [9.947629244569955, 53.58480890654996], [9.942162166975672, 53.58753617257206], [9.934698459107857, 53.586055521992435]]]}",2,1015,987
32,881f15a8abfffff,0,1,0,0,3,1,7,11034.0,2203.0,19.96556099,2368.0,21.46093892,1409.0,12.76962117,2472.0,22.38927633,624.0,28.31215971,5268.0,2.093204252,2282.0,43.3181473,1291.0,24.50645406,180.0,13.94268009,2.370778877,4654.166657,101.0,95.0,1232.0,1181.0,51.0,3210.0,47.2,117.0,1.709027169,5.0,0.3987240829,29.0,2.412645591,98.0,0.8881638572,13.0,0.7142857143000001,67.0,5126.0,85952.0,2446.0,5254.0,17.0,2209.0,42.04415683,104.2607537,49.64527823,36.0,0.6851922345,1189.0,7.0,1.0,84.52883263,70.0,13.0,21.0,4.0,4707.0,426.59053830000005,"{'type': 'Polygon', 'coordinates': [[[9.883952570882919, 53.56453549589362], [9.881961019904534, 53.560326034123364], [9.887426803844562, 53.55760035362574], [9.894884463665099, 53.55908396639706], [9.8968769446453, 53.56329341887872], [9.891410835857435, 53.56601926790243], [9.883952570882919, 53.56453549589362]]]}",8,341,339
33,881f15a8adfffff,0,1,0,0,3,1,6,15281.0,3132.0,20.49604084,3190.0,20.87559715,1854.0,12.13271383,3842.0,25.13246549,1119.0,35.78509754,7214.0,2.109093429,3014.0,41.77987247,1834.0,25.42278902,255.0,13.904034900000001,5.946814357,2569.611069,204.0,139.0,1870.0,1629.0,241.0,4702.0,50.1,234.0,2.491482112,14.0,1.0582010579999999,44.0,2.722772277,462.0,3.023362345,138.0,5.113004817,219.0,7056.0,108258.0,2748.0,7020.0,58.0,2357.0,33.57549858,112.96695159999999,51.89634186,157.0,2.2364672359999997,1481.0,13.0,3.0,82.11284514,42.0,8.0,10.0,1.0,6606.0,432.30155089999994,"{'type': 'Polygon', 'coordinates': [[[9.861581407275914, 53.560081494722866], [9.859591671310152, 53.55587160082915], [9.865057454335597, 53.553146830413425], [9.872513299000842, 53.5546317855415], [9.874503965058503, 53.55884167042102], [9.869037856413193, 53.561566609211404], [9.861581407275914, 53.560081494722866]]]}",8,138,152
34,881f15a8b1fffff,0,1,0,0,2,1,7,35480.0,5585.0,15.74126268,4891.0,13.78523112,4577.0,12.90022548,9342.0,26.34294899,1933.0,34.66642755,21616.0,1.663813842,13264.0,61.36195411,3745.0,17.32512953,1026.0,27.3965287,2.795190658,12693.23075,457.0,214.0,3801.0,3916.0,-115.0,14942.0,57.9,1197.0,4.650891712,59.0,1.974564926,220.0,5.450941526,2205.0,6.214768884,415.0,8.553173949,1462.0,18815.0,40830.0,2399.0,19593.0,108.0,416.0,2.1232072680000003,70.42117083,38.88844419,1086.0,5.542795896,1599.0,34.0,4.0,51.45442793,175.0,28.0,61.0,9.0,9646.0,271.8714769,"{'type': 'Polygon', 'coordinates': [[[9.909801597207913, 53.56204984893618], [9.907808186389069, 53.55784040587545], [9.913273319204173, 53.55511324192631], [9.920732186770332, 53.55659535240176], [9.92272652726444, 53.5608047859093], [9.917261070571575, 53.563532118519326], [9.909801597207913, 53.56204984893618]]]}",7,727,719
35,881f15a8b3fffff,0,0,0,0,5,0,0,35480.0,5585.0,15.74126268,4891.0,13.78523112,4577.0,12.90022548,9342.0,26.34294899,1933.0,34.66642755,21616.0,1.663813842,13264.0,61.36195411,3745.0,17.32512953,1026.0,27.3965287,2.795190658,12693.23075,457.0,214.0,3801.0,3916.0,-115.0,14942.0,57.9,1197.0,4.650891712,59.0,1.974564926,220.0,5.450941526,2205.0,6.214768884,415.0,8.553173949,1462.0,18815.0,40830.0,2399.0,19593.0,108.0,416.0,2.1232072680000003,70.42117083,38.88844419,1086.0,5.542795896,1599.0,34.0,4.0,51.45442793,175.0,28.0,61.0,9.0,9646.0,271.8714769,"{'type': 'Polygon', 'coordinates': [[[9.92272652726444, 53.5608047859093], [9.920732186770332, 53.55659535240176], [9.92619699316587, 53.55386744670867], [9.933656463502595, 53.55534880581967], [9.935651733508326, 53.55955822964169], [9.930186603720255, 53.56228630406297], [9.92272652726444, 53.5608047859093]]]}",5,2042,2049
36,881f15a8b5fffff,0,0,0,0,2,0,0,15281.0,3132.0,20.49604084,3190.0,20.87559715,1854.0,12.13271383,3842.0,25.13246549,1119.0,35.78509754,7214.0,2.109093429,3014.0,41.77987247,1834.0,25.42278902,255.0,13.904034900000001,5.946814357,2569.611069,204.0,139.0,1870.0,1629.0,241.0,4702.0,50.1,234.0,2.491482112,14.0,1.0582010579999999,44.0,2.722772277,462.0,3.023362345,138.0,5.113004817,219.0,7056.0,108258.0,2748.0,7020.0,58.0,2357.0,33.57549858,112.96695159999999,51.89634186,157.0,2.2364672359999997,1481.0,13.0,3.0,82.11284514,42.0,8.0,10.0,1.0,6606.0,432.30155089999994,"{'type': 'Polygon', 'coordinates': [[[9.900349922328404, 53.556357544179825], [9.89835739657488, 53.55214767772583], [9.903822205224204, 53.549420682353926], [9.911279863847236, 53.55090338488355], [9.913273319204173, 53.55511324192631], [9.907808186389069, 53.55784040587545], [9.900349922328404, 53.556357544179825]]]}",2,169,177
37,881f15a8b7fffff,0,0,0,0,5,0,0,35480.0,5585.0,15.74126268,4891.0,13.78523112,4577.0,12.90022548,9342.0,26.34294899,1933.0,34.66642755,21616.0,1.663813842,13264.0,61.36195411,3745.0,17.32512953,1026.0,27.3965287,2.795190658,12693.23075,457.0,214.0,3801.0,3916.0,-115.0,14942.0,57.9,1197.0,4.650891712,59.0,1.974564926,220.0,5.450941526,2205.0,6.214768884,415.0,8.553173949,1462.0,18815.0,40830.0,2399.0,19593.0,108.0,416.0,2.1232072680000003,70.42117083,38.88844419,1086.0,5.542795896,1599.0,34.0,4.0,51.45442793,175.0,28.0,61.0,9.0,9646.0,271.8714769,"{'type': 'Polygon', 'coordinates': [[[9.913273319204173, 53.55511324192631], [9.911279863847236, 53.55090338488355], [9.91674434656197, 53.54817564783503], [9.924202608368919, 53.549657599209446], [9.92619699316587, 53.55386744670867], [9.920732186770332, 53.55659535240176], [9.913273319204173, 53.55511324192631]]]}",5,696,678
38,881f15a8b9fffff,0,0,0,0,1,0,0,31160.0,5216.0,16.7394095,3988.0,12.79845956,7464.0,23.95378691,11481.0,36.86542722,2606.0,49.99040859,16912.0,1.735158467,9934.0,58.73935667,2961.0,17.50827815,711.0,24.01215805,10.54097228,2956.084047,403.0,246.0,4824.0,4938.0,-114.0,12442.0,55.1,1347.0,5.932352682,140.0,3.985197837,203.0,6.937799042999999,3800.0,12.19512195,893.0,19.99552172,2290.0,14963.0,33565.0,3535.0,14490.0,46.0,2309.0,15.93512767,69.79075224,32.45404365,372.0,2.567287785,714.0,27.0,4.0,41.83098592,39.0,12.0,23.0,5.0,8654.0,277.7278562,"{'type': 'Polygon', 'coordinates': [[[9.906329180390124, 53.568985468793464], [9.904335814181799, 53.564776439747], [9.909801597207913, 53.56204984893618], [9.917261070571575, 53.563532118519326], [9.919255366690551, 53.567741138002894], [9.913789259589672, 53.57046789749097], [9.906329180390124, 53.568985468793464]]]}",1,707,704
39,881f15a8bdfffff,0,0,0,0,2,0,0,31160.0,5216.0,16.7394095,3988.0,12.79845956,7464.0,23.95378691,11481.0,36.86542722,2606.0,49.99040859,16912.0,1.735158467,9934.0,58.73935667,2961.0,17.50827815,711.0,24.01215805,10.54097228,2956.084047,403.0,246.0,4824.0,4938.0,-114.0,12442.0,55.1,1347.0,5.932352682,140.0,3.985197837,203.0,6.937799042999999,3800.0,12.19512195,893.0,19.99552172,2290.0,14963.0,33565.0,3535.0,14490.0,46.0,2309.0,15.93512767,69.79075224,32.45404365,372.0,2.567287785,714.0,27.0,4.0,41.83098592,39.0,12.0,23.0,5.0,8654.0,277.7278562,"{'type': 'Polygon', 'coordinates': [[[9.8968769446453, 53.56329341887872], [9.894884463665099, 53.55908396639706], [9.900349922328404, 53.556357544179825], [9.907808186389069, 53.55784040587545], [9.909801597207913, 53.56204984893618], [9.904335814181799, 53.564776439747], [9.8968769446453, 53.56329341887872]]]}",2,463,464
40,881f15a8d3fffff,0,1,0,0,2,1,5,25753.0,3565.0,13.84304741,4868.0,18.90265212,4649.0,18.05226576,8636.0,33.47546321,1733.0,48.52982358,14618.0,1.7038582569999998,8400.0,57.46340129,2229.0,15.24832398,517.0,23.19425751,6.089201463999999,4229.290187,294.0,243.0,3935.0,3913.0,22.0,10633.0,60.1,852.0,4.791362052,61.0,2.177793645,139.0,5.140532544,1958.0,7.602997708999999,405.0,13.05188527,1259.0,12277.0,32600.0,2783.0,13815.0,107.0,1688.0,12.21860297,69.79182048,37.43928863,197.0,1.425986247,491.0,11.0,3.0,50.61043285,37.0,13.0,8.0,3.0,8123.0,315.4195628,"{'type': 'Polygon', 'coordinates': [[[9.918295265002865, 53.59423377865396], [9.916300216419382, 53.59002642532201], [9.921767948849393, 53.58730064340059], [9.929231053809653, 53.588782045958226], [9.931227032918462, 53.59298938942381], [9.925758976596311, 53.595715340222874], [9.918295265002865, 53.59423377865396]]]}",7,362,366
41,881f15a8e1fffff,0,0,0,0,4,0,0,26422.0,5370.0,20.32397245,5907.0,22.35636969,4781.0,18.09476951,10647.0,40.32038173,3068.0,57.2815534,13117.0,1.99077533,6136.0,46.7789891,3009.0,22.93969658,870.0,28.91326022,7.250842254,3643.99046,275.0,349.0,2623.0,2243.0,380.0,8358.0,53.2,1019.0,6.377918257,82.0,3.050595238,135.0,4.4103234239999995,3743.0,14.16622512,1222.0,26.92816219,1765.0,11482.0,43177.0,4046.0,12584.0,157.0,3351.0,26.62905277,84.41362047,40.20365604,1224.0,9.726636999,824.0,14.0,4.0,45.21489971,71.0,18.0,16.0,5.0,9099.0,344.37211410000003,"{'type': 'Polygon', 'coordinates': [[[9.854627227275873, 53.57394786148099], [9.852637582340721, 53.5697387955061], [9.8581046649837, 53.56701517176905], [9.865561718630723, 53.568500445624565], [9.867552294128183, 53.57270950256587], [9.862084885470441, 53.57543329471002], [9.854627227275873, 53.57394786148099]]]}",4,174,171
42,881f15a999fffff,0,0,0,0,1,0,0,7307.0,1453.0,19.88504174,1864.0,25.50978514,778.0,10.64732448,1448.0,19.83833402,394.0,27.24757953,3545.0,2.088293371,1547.0,43.63892807,826.0,23.30042313,119.0,14.40677966,4.379429102,1668.482314,43.0,109.0,807.0,682.0,125.0,1784.0,42.7,78.0,1.8383219419999999,0.0,0.0,19.0,2.206736353,51.0,0.6979608594,6.0,0.5,38.0,3286.0,120716.0,1822.0,3242.0,36.0,1720.0,53.05367057,124.30012340000002,55.14999316,0.0,0.0,1343.0,7.0,1.0,75.60483871,17.0,1.0,8.0,2.0,3681.0,503.76351439999996,"{'type': 'Polygon', 'coordinates': [[[9.855613038530741, 53.547450976322715], [9.853624141608776, 53.54324024577674], [9.859088949281421, 53.54051507035457], [9.866542979639643, 53.54200045722844], [9.868532806345584, 53.54621117891183], [9.86306767296343, 53.54893652260868], [9.855613038530741, 53.547450976322715]]]}",1,600,630
43,881f15ac05fffff,0,0,0,0,4,0,0,41892.0,4304.0,10.274038000000001,5491.0,13.10751456,5558.0,13.26744963,11292.0,26.97047865,2010.0,46.95164681,29252.0,1.451969096,20637.0,70.54902229,2958.0,10.11212909,808.0,27.31575389,3.851196067,10877.65963,511.0,404.0,5767.0,5553.0,214.0,21726.0,66.8,1643.0,5.038795351,112.0,2.6832774319999997,304.0,7.409212771,3463.0,8.266494796,631.0,16.63152346,2371.0,23386.0,28330.0,2682.0,26708.0,83.0,278.0,1.040886626,56.65250112,36.11847131,1032.0,3.8640107830000003,840.0,13.0,2.0,37.4749499,97.0,28.0,37.0,13.0,11164.0,266.49479610000003,"{'type': 'Polygon', 'coordinates': [[[10.037240758372256, 53.60253806350999], [10.035236538600948, 53.598332057763564], [10.040702929684779, 53.595600572997434], [10.048173860209683, 53.59707492440606], [10.050179009560006, 53.60128091893482], [10.044712298861747, 53.604012573297375], [10.037240758372256, 53.60253806350999]]]}",4,1122,1136
44,881f15ac0bfffff,0,0,0,0,6,0,0,19662.0,3855.0,19.60634727,3884.0,19.75383989,4589.0,23.33943648,10109.0,51.41912513,2782.0,72.3348934,9765.0,2.022119816,4534.0,46.43113159,2189.0,22.41679467,700.0,31.97807218,2.4983669319999997,7869.940859,245.0,160.0,1727.0,1528.0,199.0,6546.0,52.6,1110.0,8.865106621,110.0,4.811898513,179.0,7.669237361,4669.0,23.74631268,1512.0,46.42308873,2018.0,8598.0,22730.0,957.0,8851.0,85.0,335.0,3.7848830639999997,74.00406734,33.31349812,2891.0,32.66297593,441.0,12.0,2.0,25.77639752,9.0,7.0,8.0,3.0,5692.0,289.49242189999995,"{'type': 'Polygon', 'coordinates': [[[10.05619614863758, 53.61389722219467], [10.054190153719471, 53.60969206786234], [10.059657183740775, 53.60696024382008], [10.067130527767056, 53.60843340437182], [10.069137452402583, 53.612638547202664], [10.063670103349878, 53.61537054100796], [10.05619614863758, 53.61389722219467]]]}",6,230,214
45,881f15ac1dfffff,0,0,0,0,6,0,0,52342.0,7695.0,14.70138703,11263.0,21.51809255,6333.0,12.09927018,15227.0,29.11639291,3527.0,46.01435095,30001.0,1.761141295,16054.0,53.51154962,4942.0,16.47278424,1440.0,29.13800081,10.0658645,5199.950784000001,519.0,546.0,4833.0,4352.0,481.0,21161.0,61.3,1774.0,5.125093893,175.0,3.3505648089999998,349.0,5.071937218,5311.0,10.14672729,1382.0,21.37664346,3019.0,25974.0,30928.0,9075.0,27970.0,222.0,7565.0,27.0468359,71.19138363,38.04254709,1913.0,6.839470862000001,479.0,24.0,5.0,42.49242752,71.0,31.0,39.0,10.0,20565.0,392.89671769999995,"{'type': 'Polygon', 'coordinates': [[[10.069137452402583, 53.612638547202664], [10.067130527767056, 53.60843340437182], [10.072597224215732, 53.60570083787288], [10.080071163898642, 53.60717324440018], [10.082079018084018, 53.61137837559744], [10.076612003092162, 53.61411111192569], [10.069137452402583, 53.612638547202664]]]}",6,229,245
46,881f15ac21fffff,0,0,0,0,4,0,0,41892.0,4304.0,10.274038000000001,5491.0,13.10751456,5558.0,13.26744963,11292.0,26.97047865,2010.0,46.95164681,29252.0,1.451969096,20637.0,70.54902229,2958.0,10.11212909,808.0,27.31575389,3.851196067,10877.65963,511.0,404.0,5767.0,5553.0,214.0,21726.0,66.8,1643.0,5.038795351,112.0,2.6832774319999997,304.0,7.409212771,3463.0,8.266494796,631.0,16.63152346,2371.0,23386.0,28330.0,2682.0,26708.0,83.0,278.0,1.040886626,56.65250112,36.11847131,1032.0,3.8640107830000003,840.0,13.0,2.0,37.4749499,97.0,28.0,37.0,13.0,11164.0,266.49479610000003,"{'type': 'Polygon', 'coordinates': [[[10.031228943939297, 53.58991920645848], [10.029225568939994, 53.585712360966326], [10.034690988299307, 53.582980472952016], [10.042160102422502, 53.58445526095835], [10.0441644066954, 53.588662095384564], [10.038698667626784, 53.59139415289513], [10.031228943939297, 53.58991920645848]]]}",4,5023,4966
